iter	Passed	Remaining
403	4662	6878
404	4676	6869
405	4687	6857
406	4697	6844
407	4708	6831
408	4720	6821
409	4732	6810
410	4744	6799
411	4756	6788
412	4766	6775
413	4779	6764
414	4790	6753
415	4804	6744
416	4816	6734
417	4829	6724
418	4841	6713
419	4852	6701
420	4863	6689
421	4875	6678
422	4887	6667
423	4898	6654
424	4912	6646
425	4924	6635
426	4937	6625
427	4948	6612
428	4959	6601
429	4970	6588
430	4981	6576
431	4993	6565
432	5006	6555
433	5018	6545
434	5030	6534
435	5043	6523
436	5054	6512
437	5065	6499
438	5077	6488
439	5088	6476
440	5099	6463
441	5112	6453
442	5125	6443
443	5136	6432
444	5147	6420
445	5158	6408
446	5170	6396
447	5182	6385
448	5193	6373
449	5204	6361
450	5217	6351
451	5229	6340
452	5241	6329
453	5252	6316
454	5262	6303
455	5273	6291
456	5285	6279
457	5295	6266
458	5306	6254
459	5319	6244
460	5331	6233
461	5343	6222
462	5355	6211
463	5367	6200
464	5378	6188
465	5388	6175
466	5400	6163
467	5411	6151
468	5423	6140
469	5434	6128
470	5446	6117
471	5457	6105
472	5468	6093
473	5481	6082
474	5491	6069
475	5502	6057
476	5514	6046
477	5526	6034
478	5538	6024
479	5550	6012
480	5560	5999
481	5571	5987
482	5584	5977
483	5592	5962
484	5603	5949
485	5615	5939
486	5626	5927
487	5638	5915
488	5649	5904
489	5661	5892
490	5672	5879
491	5682	5866
492	5697	5859
493	5708	5847
494	5723	5839
495	5738	5831
496	5753	5822
497	5764	5810
498	5774	5797
499	5786	5786
500	5801	5778
501	5812	5766
502	5823	5753
503	5833	5741
504	5844	5728
505	5855	5716
506	5865	5703
507	5875	5690
508	5885	5677
509	5895	5664
510	5904	5650
511	5915	5638
512	5926	5625
513	5936	5612
514	5946	5600
515	5957	5587
516	5966	5573
517	5976	5560
518	5986	5548
519	5997	5536
520	6007	5523
521	6017	5510
522	6030	5500
523	6042	5489
524	6053	5476
525	6064	5464
526	6074	5452
527	6085	5440
528	6096	5427
529	6107	5415
530	6118	5404
531	6129	5391
532	6139	5379
533	6151	5367
534	6162	5356
535	6172	5343
536	6183	5331
537	6195	5320
538	6205	5307
539	6216	5295
540	6227	5283
541	6236	5270
542	6247	5258
543	6258	5246
544	6270	5235
545	6282	5224
546	6292	5211
547	6303	5199
548	6315	5187
549	6326	5175
550	6336	5163
551	6350	5153
552	6361	5141
553	6371	5129
554	6382	5117
555	6393	5105
556	6404	5093
557	6415	5081
558	6426	5069
559	6436	5057
560	6448	5046
561	6459	5034
562	6469	5021
563	6481	5010
564	6493	4999
565	6504	4987
566	6515	4975
567	6528	4964
568	6540	4953
569	6550	4941
570	6561	4929
571	6572	4917
572	6583	4905
573	6594	4894
574	6605	4882
575	6616	4870
576	6627	4858
577	6637	4846
578	6648	4834
579	6659	4822
580	6672	4811
581	6682	4799
582	6693	4787
583	6704	4776
584	6715	4763
585	6726	4751
586	6738	4741
587	6750	4729
588	6762	4718
589	6774	4707
590	6783	4694
591	6795	4683
592	6806	4671
593	6817	4659
594	6827	4647
595	6839	4636
596	6850	4624
597	6862	4613
598	6871	4599
599	6880	4586
600	6890	4574
601	6902	4563
602	6911	4550
603	6922	4538
604	6933	4527
605	6944	4514
606	6954	4502
607	6965	4490
608	6976	4479
609	6986	4466
610	6997	4455
611	7008	4443
612	7019	4431
613	7028	4418
614	7040	4407
615	7052	4396
616	7063	4384
617	7075	4373
618	7087	4362
619	7098	4350
620	7108	4338
621	7119	4326
622	7130	4314
623	7142	4303
624	7154	4292
625	7165	4281
626	7175	4268
627	7186	4256
628	7195	4244
629	7208	4233
630	7218	4221
631	7229	4209
632	7241	4198
633	7252	4186
634	7264	4175
635	7276	4164
636	7288	4153
637	7299	4141
638	7310	4129
639	7321	4118
640	7332	4106
641	7344	4095
642	7356	4084
643	7367	4072
644	7378	4060
645	7389	4049
646	7400	4037
647	7411	4025
648	7422	4014
649	7432	4002
650	7444	3990
651	7456	3979
652	7467	3968
653	7477	3955
654	7488	3944
655	7499	3932
656	7510	3920
657	7521	3909
658	7532	3897
659	7544	3886
660	7556	3875
661	7567	3863
662	7578	3851
663	7588	3839
664	7600	3828
665	7611	3817
666	7622	3805
667	7632	3793
668	7644	3782
669	7657	3771
670	7669	3760
671	7679	3748
672	7690	3736
673	7701	3725
674	7713	3713
675	7724	3702
676	7735	3690
677	7746	3679
678	7758	3667
679	7768	3655
680	7779	3644
681	7789	3631
682	7800	3620
683	7810	3608
684	7820	3596
685	7830	3584
686	7840	3571
687	7849	3559
688	7859	3547
689	7870	3535
690	7880	3524
691	7888	3511
692	7899	3499
693	7909	3487
694	7919	3475
695	7929	3463
696	7940	3451
697	7951	3440
698	7962	3428
699	7972	3416
700	7983	3405
701	7993	3393
702	8003	3381
703	8014	3369
704	8024	3357
705	8035	3346
706	8045	3334
707	8056	3322
708	8066	3310
709	8076	3298
710	8087	3287
711	8097	3275
712	8108	3263
713	8119	3252
714	8130	3240
715	8141	3229
716	8151	3217
717	8162	3205
718	8172	3194
719	8183	3182
720	8194	3170
721	8205	3159
722	8216	3147
723	8226	3136
724	8236	3124
725	8247	3112
726	8259	3101
727	8269	3089
728	8280	3078
729	8291	3066
730	8302	3055
731	8313	3043
732	8324	3032
733	8334	3020
734	8346	3009
735	8356	2997
736	8367	2985
737	8379	2974
738	8390	2963
739	8400	2951
740	8411	2939
741	8420	2927
742	8431	2916
743	8442	2905
744	8453	2893
745	8464	2881
746	8475	2870
747	8486	2858
748	8496	2847
749	8507	2835
750	8517	2824
751	8528	2812
752	8539	2801
753	8549	2789
754	8561	2778
755	8572	2766
756	8582	2755
757	8593	2743
758	8604	2732
759	8615	2720
760	8626	2709
761	8637	2697
762	8649	2686
763	8660	2675
764	8672	2664
765	8679	2651
766	8689	2639
767	8700	2628
768	8711	2616
769	8722	2605
770	8733	2593
771	8743	2582
772	8756	2571
773	8768	2560
774	8780	2549
775	8792	2537
776	8803	2526
777	8814	2515
778	8824	2503
779	8835	2492
780	8846	2480
781	8856	2469
782	8868	2457
783	8879	2446
784	8890	2434
785	8902	2423
786	8913	2412
787	8926	2401
788	8938	2390
789	8949	2378
790	8994	2376
791	9010	2366
792	9022	2355
793	9034	2343
794	9044	2332
795	9057	2321
796	9068	2309
797	9079	2298
798	9096	2288
799	9111	2277
800	9124	2266
801	9142	2257
802	9153	2245
803	9163	2233
804	9175	2222
805	9187	2211
806	9196	2199
807	9208	2188
808	9219	2176
809	9231	2165
810	9243	2154
811	9255	2142
812	9267	2131
813	9277	2120
814	9289	2108
815	9300	2097
816	9310	2085
817	9320	2073
818	9333	2062
819	9344	2051
820	9354	2039
821	9366	2028
822	9377	2016
823	9389	2005
824	9400	1994
825	9411	1982
826	9422	1971
827	9434	1959
828	9445	1948
829	9456	1936
830	9468	1925
831	9479	1914
832	9493	1903
833	9505	1891
834	9516	1880
835	9528	1869
836	9540	1857
837	9551	1846
838	9563	1835
839	9574	1823
840	9586	1812
841	9599	1801
842	9615	1790
843	9627	1779
844	9645	1769
845	9658	1758
846	9674	1747
847	9689	1736
848	9706	1726
849	9719	1715
850	9731	1703
851	9741	1692
852	9754	1681
853	9771	1670
854	9786	1659
855	9800	1648
856	9811	1637
857	9822	1625
858	9833	1614
859	9844	1602
860	9857	1591
861	9868	1579
862	9879	1568
863	9889	1556
864	9899	1545
865	9910	1533
866	9920	1521
867	9930	1510
868	9941	1498
869	9952	1487
870	9963	1475
871	9974	1464
872	9985	1452
873	9996	1441
874	10006	1429
875	10016	1417
876	10026	1406
877	10036	1394
878	10047	1383
879	10057	1371
880	10067	1359
881	10080	1348
882	10091	1337
883	10101	1325
884	10112	1314
885	10123	1302
886	10134	1291
887	10145	1279
888	10155	1268
889	10166	1256
890	10177	1245
891	10188	1233
892	10199	1222
893	10212	1210
894	10223	1199
895	10234	1187
896	10242	1176
897	10254	1164
898	10264	1153
899	10276	1141
900	10286	1130
901	10298	1118
902	10310	1107
903	10320	1095
904	10332	1084
905	10346	1073
906	10358	1062
907	10369	1050
908	10380	1039
909	10391	1027
910	10402	1016
911	10413	1004
912	10423	993
913	10434	981
914	10445	970
915	10455	958
916	10466	947
917	10478	935
918	10492	924
919	10504	913
920	10515	901
921	10526	890
922	10537	879
923	10548	867
924	10560	856
925	10569	844
926	10580	833
927	10591	821
928	10601	810
929	10612	798
930	10624	787
931	10635	775
932	10646	764
933	10657	753
934	10668	741
935	10683	730
936	10694	719
937	10707	707
938	10718	696
939	10728	684
940	10739	673
941	10751	662
942	10762	650
943	10775	639
944	10786	627
945	10799	616
946	10818	605
947	10832	594
948	10845	582
949	10858	571
950	10870	560
951	10880	548
952	10891	537
953	10901	525
954	10913	514
955	10924	502
956	10938	491
957	10951	480
958	10962	468
959	10973	457
960	10984	445
961	10995	434
962	11008	422
963	11021	411
964	11031	400
965	11043	388
966	11055	377
967	11066	365
968	11078	354
969	11090	343
970	11101	331
971	11113	320
972	11125	308
973	11136	297
974	11147	285
975	11158	274
976	11170	262
977	11183	251
978	11195	240
979	11207	228
980	11220	217
981	11231	205
982	11241	194
983	11255	183
984	11266	171
985	11278	160
986	11289	148
987	11301	137
988	11313	125
989	11325	114
990	11338	102
991	11350	91
992	11362	80
993	11372	68
994	11384	57
995	11395	45
996	11406	34
997	11419	22
998	11431	11
999	11442	0
