iter	Logloss
241	0.08309243046
242	0.08292696824
243	0.08283698
244	0.08281212107
245	0.08274764104
246	0.08260686013
247	0.08250875096
248	0.08239741239
249	0.08238621385
250	0.08234027883
251	0.08229233689
252	0.08218352659
253	0.08209496512
254	0.08208147467
255	0.0820196614
256	0.08194686328
257	0.08191376583
258	0.081867077
259	0.08184437046
260	0.08173606658
261	0.08166012855
262	0.08162338781
263	0.08158903176
264	0.08151528215
265	0.08137349732
266	0.08134158684
267	0.08132849493
268	0.08125732864
269	0.08118716234
270	0.08091938472
271	0.08090694954
272	0.0808502151
273	0.08079943962
274	0.08068781996
275	0.08063910288
276	0.0805883986
277	0.08055168244
278	0.08048434053
279	0.08046118039
280	0.08041120855
281	0.08035040582
282	0.08030033989
283	0.08024036929
284	0.08022255572
285	0.08020054959
286	0.08012476232
287	0.08008134376
288	0.08000335006
289	0.07993668696
290	0.07984995965
291	0.07977361667
292	0.07975434991
293	0.0797099145
294	0.07967956033
295	0.07953079978
296	0.07946409884
297	0.07943227498
298	0.0793938271
299	0.07926499147
300	0.07920964357
301	0.07916700845
302	0.07911959215
303	0.07908256007
304	0.07903744719
305	0.07897846981
306	0.07896651569
307	0.07894540272
308	0.07888317527
309	0.07884110491
310	0.07878385349
311	0.07876676259
312	0.07871435128
313	0.0786843221
314	0.07858363081
315	0.07856995794
316	0.07852244952
317	0.0784643099
318	0.07844020985
319	0.07838354685
320	0.07836436834
321	0.07831248042
322	0.07828025308
323	0.07819075988
324	0.07818703252
325	0.07817471034
326	0.07814417239
327	0.07812017982
328	0.07804727071
329	0.07804527672
330	0.07800071677
331	0.07793845996
332	0.07790289432
333	0.07784519131
334	0.07777958818
335	0.07771486179
336	0.07765647234
337	0.07763550801
338	0.07757206092
339	0.07754423766
340	0.07746701077
341	0.07742738927
342	0.07740638707
343	0.07733141213
344	0.07724387517
345	0.07712251893
346	0.07707345766
347	0.077038113
348	0.07702328209
349	0.07697384983
350	0.07693364246
351	0.07682215593
352	0.07677910192
353	0.0767165172
354	0.0767011105
355	0.07668089775
356	0.07662873405
357	0.07656391457
358	0.07649578
359	0.07644626625
360	0.07639778484
361	0.07634599852
362	0.07628344496
363	0.07624636636
364	0.07621409807
365	0.07616587019
366	0.07611056347
367	0.0760792089
368	0.07603527442
369	0.07594402922
370	0.07593700638
371	0.07589723021
372	0.07586273741
373	0.07581796444
374	0.07580946922
375	0.07578721924
376	0.07576790035
377	0.07573263328
378	0.07565918985
379	0.07561092416
380	0.07557693797
381	0.0755507698
382	0.07545142586
383	0.0754178994
384	0.07537435186
385	0.07532486272
386	0.07528746946
387	0.07521904121
388	0.0751839624
389	0.07512982581
390	0.07511603928
391	0.07504753127
392	0.075016065
393	0.07497427237
394	0.07495019183
395	0.07492641555
396	0.07489776789
397	0.0748917709
398	0.07481235121
399	0.07477698165
400	0.07473779395
401	0.07469627268
402	0.0746362473
403	0.07461182927
404	0.07458688962
405	0.07444300836
406	0.07441777734
407	0.07437527522
408	0.07432927699
409	0.07421819699
410	0.07416792821
411	0.07410519015
412	0.07408320347
413	0.07403874882
414	0.07397806321
415	0.07392709987
416	0.07390740468
417	0.07387409717
418	0.07382825597
419	0.07376703913
420	0.07368509086
421	0.07365524396
422	0.07359504373
423	0.07349786137
424	0.07341874455
425	0.07338284149
426	0.073345258
427	0.07325889968
428	0.07323496577
429	0.07322459738
430	0.07319507167
431	0.07315137538
432	0.07304431634
433	0.07298735247
434	0.0729326039
435	0.07289718222
436	0.0728347942
437	0.07280905195
438	0.07275710946
439	0.07272414848
440	0.07270661361
441	0.0726641386
442	0.07260729688
443	0.0725888616
444	0.07253403882
445	0.07249811853
446	0.07245166022
447	0.07239239604
448	0.07230535537
449	0.07225582615
450	0.07219583942
451	0.07214995953
452	0.07212570766
453	0.07210801657
454	0.0720751914
455	0.07200220008
456	0.0719694033
457	0.07194535526
458	0.07191835533
459	0.07186865431
460	0.07183490053
461	0.07179771182
462	0.07176609996
463	0.07174903337
464	0.07173238835
465	0.07172419282
466	0.07167156568
467	0.07163646344
468	0.07160033813
469	0.07156092255
470	0.07146748339
471	0.07142153522
472	0.07139085217
473	0.07136189925
474	0.07134312102
475	0.07132163398
476	0.07127874776
477	0.07123666268
478	0.07118358531
479	0.0711513013
480	0.07114577734
481	0.07110299406
482	0.07106409327
483	0.07104849065
484	0.07102793158
485	0.07098857103
486	0.07098067405
487	0.07096304785
488	0.07094235437
489	0.07088526955
490	0.07085310004
491	0.07084310819
492	0.07080501211
493	0.07079560362
494	0.07071406463
495	0.07067235388
496	0.07062601903
497	0.07060770977
498	0.07055660711
499	0.0705222446
500	0.07048202232
501	0.07045477259
502	0.07042033974
503	0.07040314346
504	0.07032198411
505	0.07028326359
506	0.07026241873
507	0.07025749666
508	0.07025035545
509	0.07021201938
510	0.07020543295
511	0.07017867677
512	0.07015064272
513	0.07014307223
514	0.07011687226
515	0.070102577
516	0.07009386883
517	0.07007876946
518	0.07004574247
519	0.07001217151
520	0.06996427026
521	0.06992529591
522	0.06988749438
523	0.06986388155
524	0.06982795903
525	0.06978472195
526	0.06975917013
527	0.0697322009
528	0.0696974852
529	0.06966143638
530	0.069590824
531	0.06957582327
532	0.06956429511
533	0.06955090248
534	0.06951783512
535	0.06950141663
536	0.06943170279
537	0.06939850775
538	0.06937810632
539	0.06934443368
540	0.06932606141
541	0.06932139906
542	0.06931734755
543	0.0693006304
544	0.06926742794
545	0.06923158636
546	0.06923092767
547	0.06917634145
548	0.06909873111
549	0.06906861499
550	0.06901830196
551	0.06898765271
552	0.06897180306
553	0.06894531643
554	0.06892168128
555	0.06888060625
556	0.06886073004
557	0.06875410239
558	0.06873192389
559	0.06864552636
560	0.06860988616
561	0.0685910043
562	0.06855479446
563	0.0685313304
564	0.06850470402
565	0.06846597165
566	0.06844625399
567	0.06841306035
568	0.06836650421
569	0.06832480007
570	0.06829560095
571	0.06825980348
572	0.06822243185
573	0.06818769093
574	0.06817268579
575	0.06812984918
576	0.06809898887
577	0.06807782607
578	0.06805167951
579	0.06802789237
580	0.06799561971
581	0.0679698979
582	0.06793262619
583	0.067876698
584	0.06785373043
585	0.06781795955
586	0.06777517374
587	0.06775389897
588	0.06770550391
589	0.06767306417
590	0.06765978402
591	0.06762720926
592	0.06760893067
593	0.0675737534
594	0.0675555856
595	0.06753582747
596	0.06751001165
597	0.06749689541
598	0.06749207459
599	0.06747817779
600	0.06746592034
601	0.06743043276
602	0.06741455088
603	0.06738296458
604	0.06737405954
605	0.06736393684
606	0.06735876436
607	0.06734496006
608	0.06730188787
609	0.06724378367
610	0.0672175661
611	0.06720234092
612	0.06717593171
613	0.06716004545
614	0.06713214475
615	0.06712135983
616	0.06710617462
617	0.06707247499
618	0.06705152004
619	0.06701726597
620	0.06698176203
621	0.06692840701
622	0.06689317588
623	0.06687273865
624	0.06682894048
625	0.06679249743
626	0.06678885021
627	0.06678067778
628	0.06677653697
629	0.06673541227
630	0.06672913678
631	0.06671069088
632	0.06669424147
633	0.06667776897
634	0.06664670069
635	0.066613173
636	0.06654151851
637	0.0665130171
638	0.06650132305
639	0.06645789127
640	0.06643172557
641	0.06640907288
642	0.06639306255
643	0.06636707278
644	0.06632607583
645	0.06627800863
646	0.06626299645
647	0.06621950156
648	0.06617541333
649	0.06614278434
650	0.0661137981
651	0.06608361595
652	0.06605609267
653	0.06602035256
654	0.06598415877
655	0.06593759692
656	0.06592286546
657	0.0659010796
658	0.06586589955
659	0.0658275198
660	0.06578952883
661	0.06576951604
662	0.06574883686
663	0.06574075579
664	0.06570055867
665	0.06567778302
666	0.0656525998
667	0.06564223821
668	0.06560572937
669	0.06558417609
670	0.06558018346
671	0.06554429118
672	0.06551539147
673	0.06545862791
674	0.06542186324
675	0.0653990668
676	0.06535549819
677	0.06531974485
678	0.06529133872
679	0.06528533088
680	0.06525858116
681	0.06525484551
682	0.06521901961
683	0.06519084062
684	0.06513314964
685	0.06512212413
686	0.06509257661
687	0.06507917218
688	0.06504625243
689	0.06503777722
690	0.06502351374
691	0.06499847534
692	0.06498678463
693	0.06497694465
694	0.06495002081
695	0.06491824149
696	0.06488049729
697	0.064803606
698	0.06477367383
699	0.06474778327
700	0.06471646407
701	0.06469664692
702	0.06468765695
703	0.06464891555
704	0.0646238237
705	0.06453908314
706	0.0645137948
707	0.06449148837
708	0.06448747362
709	0.06446266977
710	0.06443993534
711	0.06441142639
712	0.0643085214
713	0.06427773747
714	0.06425837153
715	0.06423144429
716	0.06422147534
717	0.06418933476
718	0.06415920101
719	0.06413170031
720	0.06410574218
721	0.06405491251
722	0.06402558341
723	0.06402330356
724	0.06398637709
725	0.06393887929
726	0.06391642877
727	0.06388142391
728	0.06381241515
729	0.06378511062
730	0.06374243156
731	0.06371295146
732	0.06368543586
733	0.06368131859
734	0.06365789001
735	0.06364591772
736	0.06361639508
737	0.06357278961
738	0.06353043131
739	0.06351443096
740	0.06350070866
741	0.06349084442
742	0.06345123272
743	0.06340686159
744	0.06338103885
745	0.0633454083
746	0.06331974322
747	0.06321872024
748	0.06318905091
749	0.06315818214
750	0.06314333524
751	0.06312225453
752	0.06310003493
753	0.06297717493
754	0.06294469185
755	0.06291780261
756	0.06289205201
757	0.06287140878
758	0.06284020775
759	0.06281096812
760	0.06278468657
761	0.06276634702
762	0.06271918435
763	0.06270066519
764	0.0626731797
765	0.06267317112
766	0.06266238119
767	0.06262446201
768	0.0626087039
769	0.06259639015
770	0.06257047956
771	0.06256124701
772	0.06254934006
773	0.06254288468
774	0.06252925484
775	0.06250459092
776	0.06249142296
777	0.06248097614
778	0.06247625084
779	0.06244357144
780	0.06241282475
781	0.06240769987
782	0.06238765622
783	0.06237568186
784	0.06237057013
785	0.06234585364
786	0.06233381596
787	0.06231561422
788	0.06229997265
789	0.06225949521
790	0.0622491941
791	0.06222797652
792	0.06221052323
793	0.06218698271
794	0.06217082473
795	0.06210906489
796	0.06207804759
797	0.06203180167
798	0.06199385602
799	0.06197995445
800	0.06195290099
801	0.06193336441
802	0.0619013506
803	0.06189963895
804	0.06187677228
805	0.06183472964
806	0.06179719228
807	0.06177310659
808	0.06175069856
809	0.06171801266
810	0.06166932312
811	0.06165486206
812	0.06164200752
813	0.06161648337
814	0.06160745878
815	0.06157248502
816	0.06154358581
817	0.06153538127
818	0.06152053676
819	0.06150830124
820	0.06149937457
821	0.06148398761
822	0.06146525385
823	0.06144396973
824	0.06139420082
825	0.06137009214
826	0.06133033447
827	0.06131601081
828	0.06129113595
829	0.06126836675
830	0.06126023679
831	0.06122982786
832	0.06119907494
833	0.06116298111
834	0.06114274335
835	0.06110968257
836	0.06108484188
837	0.06106765747
838	0.06104561558
839	0.0610117373
840	0.06098699502
841	0.06092125501
842	0.06088880281
843	0.06086049213
844	0.06084008802
845	0.06081948548
846	0.06077871426
847	0.06074800441
848	0.06072855777
849	0.06070061647
850	0.06068075508
851	0.06066087195
852	0.06065460612
853	0.06063038267
854	0.06060607386
855	0.06058464079
856	0.06054721209
857	0.0605418948
858	0.06051687415
859	0.06047405946
860	0.06043597391
861	0.06039638731
862	0.06036546599
863	0.0603477127
864	0.06033474007
865	0.0603124846
866	0.06030077276
867	0.06029074373
868	0.06024324534
869	0.06022607661
870	0.06020767746
871	0.06018977992
872	0.06016376636
873	0.06014303391
874	0.06013570245
875	0.0601271681
876	0.06011768277
877	0.06010477391
878	0.06009220203
879	0.06008263687
880	0.06006976076
881	0.06002464781
882	0.060008035
883	0.06000639323
884	0.0599539951
885	0.05994334771
886	0.05992470408
887	0.05991561654
888	0.0599040043
889	0.05989044304
890	0.05987074181
891	0.05984469061
892	0.05983527411
893	0.0598249435
894	0.05981340949
895	0.05978353316
896	0.05978352215
897	0.05977051783
898	0.05975298973
899	0.05973373833
900	0.05973002218
901	0.05971226119
902	0.05968913426
903	0.05967830143
904	0.05964809528
905	0.05962191579
906	0.05958859715
907	0.05956714847
908	0.05950212846
909	0.05948022407
910	0.0594609869
911	0.05943422414
912	0.05940292259
913	0.05938445681
914	0.05936664284
915	0.05935133388
916	0.05933202513
917	0.05928667455
918	0.05925662074
919	0.05923070662
920	0.05920793255
921	0.05919753806
922	0.05917542451
923	0.05915369878
924	0.05912835031
925	0.05912689792
926	0.05911635337
927	0.05910049993
928	0.05909148712
929	0.05906707313
930	0.05905780792
931	0.05900437421
932	0.0589790956
933	0.05895895589
934	0.0589286373
935	0.05891070261
936	0.05888777696
937	0.05886013259
938	0.0588506323
939	0.05884499767
940	0.05883032924
941	0.05880657294
942	0.05878264395
943	0.05876963274
944	0.05875461697
945	0.05873995694
946	0.05872000725
947	0.05869280161
948	0.05865900866
949	0.05863085209
950	0.05859918177
951	0.0585576554
952	0.05854588365
953	0.05853239563
954	0.0585150461
955	0.058511095
956	0.05847979352
957	0.05844677912
958	0.05844130638
959	0.05840976058
960	0.05839421934
961	0.05837685561
962	0.05835035876
963	0.05832910131
964	0.05829964385
965	0.05827559778
966	0.05825517554
967	0.05824313538
968	0.05820165908
969	0.05815103615
970	0.05811037222
971	0.05808506226
972	0.05806024195
973	0.05803340161
974	0.05799781606
975	0.0579757218
976	0.05797008781
977	0.05795258431
978	0.05794000914
979	0.05792944682
980	0.05789010804
981	0.05787043986
982	0.05782771486
983	0.05780282169
984	0.05778177629
985	0.05776722911
986	0.05776015024
987	0.05771989345
988	0.05770418743
989	0.05767999238
990	0.05766917806
991	0.05765467559
992	0.05764226116
993	0.05763665006
994	0.05762872979
995	0.05761272766
996	0.05759833965
997	0.05757124017
998	0.05753276524
999	0.05749858284
